Id|Title|Problem Statement|Team Mgmt Received Date|Executive Summary|Status|Process Step|Resolution Group|Primary Council POC - Name|Secondary Resolution Group|Secondary Council POC - Name|Reporting Organization|Facility|Submitter - Name|Ticket Numbers|Notes/Updates|Source|Scope of Impact|Intake POC - Name|Desired Outcome|The Ask|Team Mgmt POC|Modified|ID Plus Title|PIT - # of Days till Next Update|Risk Score|SME POCs
563|Validate readiness checklist exception with Quality, Safety, and Value|A recurring question about readiness checklist exception created extra coordination work. The available information is enough to begin review, but the resolution path still needs to be stated plainly. Current status is Intake; the listed owner context is Quality, Safety, and Value. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2022-05-26|This record summarizes readiness checklist exception, current status, and ownership. The row should remain consistent with the related lookup and history files.|Intake|Solution Implementation|Quality, Safety, and Value||Pharmacy Council|Coleman, Nadia Y.|Region 50|Westlake Medical Center|Watson, Victor S.|DATA-10563;PRJ10580|2022-05-29 - Record appears close to closure, but final validation is still pending. Checked DATA-10563 and kept it linked to this issue.; 2022-06-09 - Closure can proceed once final evidence is added.|App|All Facilities/All Regions|Jenkins, Noah Y.|A clean closure path for readiness checklist exception, with a reusable decision note before the item is considered complete.|Confirm the accountable owner, state whether closure is appropriate, and update the record with the decision for this readiness checklist exception record.|Robinson, Bianca|2024-01-04 00:53:39|563 - Validate readiness checklist exception with Quality, Safety, and Value|No Date|1698|Quality, Safety, and Value;White, Victor
564|Prepare source extract timing before next review|The submitter described a gap in source extract timing. The concern appears to involve ownership, timing, or documentation rather than a single isolated task. Current status is Issue Engagement; the listed owner context is the assigned team. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2024-03-28|Captures the current state of a source extract timing review.|Issue Engagement||||||Region 50|Bayfront Care Campus|White, Andre T.|PRJ10564|2024-04-01: Impact review completed, no emergency action noted, but continued tracking is recommended. PRJ10564 was used as the ticket reference for this update.; 2024-04-13: Documented based on current owner feedback. Reassess if scope expands.|Mailbox|||A clear owner and next step for source extract timing, with reduced duplicate follow-up before the item is considered complete.|Identify any blocker, confirm the scope of impact, and clarify the expected response for this source extract timing record.||2024-05-15 08:10:14|564 - Prepare source extract timing before next review|No Date||White, Andre T.;Williams, Andre G.
565|Resolve rollout exception note for the affected team|The issue came in because the team could not confirm the expected path for rollout exception note. The response needs to identify who owns the next step and what evidence is needed to finish review. Current status is Monitored; the listed owner context is the assigned team. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2024-02-07|Rollout exception note could be tracked through intake and follow-up. The status is Monitored, and the record should not imply work beyond the documented scope.|Monitored||||||||Williams, Carmen|QA-10565|2024-02-12 - Sent follow-up request to clarify the remaining action and expected response date. Noted for follow-up during the next review cycle. QA-10565 was used as the ticket reference for this update.; 2024-02-25 - Next note should include either a decision or a blocker.|Region 30;Region 40||Bryant, Andre||Validate the current process step, check whether the related source still applies, and confirm the accountable owner for this rollout exception note record.||2024-04-04 20:03:25|565 - Resolve rollout exception note for the affected team|Overdue||Wilson, Carmen H.
566|Document region 50 item tied to stakeholder update gap|The item reflects uncertainty around stakeholder update gap. The next update should separate the operational question from any related ticket activity. Current status is Pending Closure; the listed owner context is Dentistry.|2024-05-16|This issue involves stakeholder update gap. The current source value is Region 50, which should be considered when interpreting the request.|Pending Closure||Dentistry||Sensory Aid Services|Foster, Alex J.|||Wilson, Felix W.||2024-05-22 - Checked whether the issue is limited to the reporting entity or broader in scope.; 2024-06-05 - Added for reporting clarity.; 2024-06-13 - Regional follow-up remains pending.|Region 50|||A documented interpretation for the affected team for stakeholder update gap, with a record that can be reviewed without extra context before the item is considered complete.|Update the record with the decision, note what evidence is still missing, and identify any blocker for this stakeholder update gap record.|Lee, Erica M.|2024-06-25 08:41:28|566 - Document region 50 item tied to stakeholder update gap|No Date||Dentistry;Wood, Felix
567|Align priority review request with Prosthetics & Sensory Aid Services|A recurring question about priority review request created extra coordination work. The record should explain whether this is an active issue, a monitored item, or a closure candidate. Current status is Monitored; the listed owner context is Prosthetics & Sensory Aid Services. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2023-09-16|Tracks a priority review request concern with status Monitored. The assigned context is the affected team, and the notes should stay aligned to that scope.|Monitored||Prosthetics & Sensory Aid Services||Geriatrics & Extended Care|Green, Dana|||Wood, Julia X.|TRN-10567;HR10584;OPS-10601|2023-09-23: Reviewed platform-related context and noted where process clarification is still needed. No platform change recommended from this review alone. Checked TRN-10567 and kept it linked to this issue.|Sprint List||Walker, Dana E.|A reusable decision note for priority review request, with a clean closure path before the item is considered complete.|Clarify the expected response, document the next action, and validate the current process step for this priority review request record.|Hayes, Renee A.|2024-03-19 14:36:02|567 - Align priority review request with Prosthetics & Sensory Aid Services|Overdue||Prosthetics & Sensory Aid Services;Wright, Julia K.
568|Clarify pre-closure validation before closure|The submitter described a gap in pre-closure validation. The request should be handled in a way that prevents duplicate follow-up through another source. Current status is Closed; the listed owner context is Research. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2022-06-14|Summarizes pre-closure validation for Pine River Outpatient Center. The current process step is not yet assigned, so the next update should focus on the remaining decision point.|Closed||Research||Clinical Support Services|Powell, Elliot T.|Region 30|Pine River Outpatient Center|Wright, Nadia|HR10568|2022-06-22 - Reviewed intake details and confirmed the issue is still aligned to the current owner. Related ticket HR10568 remains the supporting reference.; 2022-07-08 - Record remains aligned to the current status.|App||Baker, Angela Y.||Confirm the accountable owner, state whether closure is appropriate, and update the record with the decision for this pre-closure validation record. Include Clinical Support Services if their input is needed for the final response.||2022-07-18 04:03:04|568 - Clarify pre-closure validation before closure|Overdue|485|Wright, Nadia;Research;Young, Nadia L.
569|Confirm referral queue ownership for the affected team|The issue came in because the team could not confirm the expected path for referral queue ownership. The issue needs enough context so another reviewer can understand why the item remains open. Current status is Closed; the listed owner context is Pharmacy Council. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2023-03-23|This record summarizes referral queue ownership, current status, and ownership. The row should remain consistent with the related lookup and history files.|Closed||Pharmacy Council||||||Young, Rafael Z.|OPS-10569|2023-04-01: Met with the support contact to clarify who should provide the next update. Referenced OPS-10569 during review.; 2023-04-18: Updated after checking prior notes. Next coordination touchpoint should resolve ownership.|Enterprise;ServiceNow||King, Nadia T.|A practical update that supports leadership reporting for referral queue ownership, with consistent handling for similar requests before the item is considered complete.|Identify any blocker, confirm the scope of impact, and clarify the expected response for this referral queue ownership record.|Nguyen, Priya Y.|2023-05-07 11:18:26|569 - Confirm referral queue ownership for the affected team|No Date||Pharmacy Council;Adams, Rafael
570|Investigate region 50 item tied to access metric explanation|The item reflects uncertainty around access metric explanation. Different reviewers could reasonably interpret the next action differently without an added decision note. Current status is Monitored; the listed owner context is the assigned team.|2022-07-02|Captures the current state of an access metric explanation review.|Monitored||||||Region 30|Harbor Point Clinic|Adams, Uma A.||2022-07-12 - Compared the narrative, source information, and scope details for consistency. Noted for follow-up during the next review cycle.; 2022-07-30 - Current narrative supports the selected scope.|Region 50|Unique to report facility|Reed, Marcus W.|A record that can be reviewed without extra context for access metric explanation, with a documented interpretation for the affected team before the item is considered complete.|Validate the current process step, check whether the related source still applies, and confirm the accountable owner for this access metric explanation record.||2024-07-09 18:56:35|570 - Investigate region 50 item tied to access metric explanation|Overdue||Baker, Uma N.
571|Update inventory status visibility with the assigned team|A recurring question about inventory status visibility created extra coordination work. The available information is enough to begin review, but the resolution path still needs to be stated plainly. Current status is Closed; the listed owner context is the assigned team. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2022-11-29|Inventory status visibility could be tracked through intake and follow-up. The status is Closed, and the record should not imply work beyond the documented scope.|Closed|Coordinating with Enterprise|||||||Baker, Alicia|CASE-10571|2022-12-10 - Leadership review requested a clearer decision point before the item advances. Related ticket CASE-10571 remains the supporting reference.; 2022-12-29 - Noted for follow-up during the next review cycle.; 2023-01-11 - Keep visible for the next leadership review cycle.|Mailbox||Parker, Elliot G.|A clean closure path for inventory status visibility, with a reusable decision note before the item is considered complete.|Update the record with the decision, note what evidence is still missing, and identify any blocker for this inventory status visibility record.|Davis, Xavier L.|2023-08-25 23:49:43|571 - Update inventory status visibility with the assigned team|Overdue||Bennett, Alicia P.
572|Review cross-team handoff note before next review|The submitter described a gap in cross-team handoff note. The concern appears to involve ownership, timing, or documentation rather than a single isolated task. Current status is Duplicate/Related To; the listed owner context is Cross Council.|2024-03-24|This issue involves cross-team handoff note. The current source value is External Intake Channel, which should be considered when interpreting the request.|Duplicate/Related To|Intake Pending|Cross Council|Wood, Caleb S.|Acute Provider|Parker, Elliot G.|Region 50|Silver Mesa Clinic|Bennett, Caleb C.||2024-04-05: Checked related ticket activity and compared it to the issue summary. Ticket activity and issue status are currently aligned.|External Intake Channel||White, Avery Q.|A clear owner and next step for cross-team handoff note, with reduced duplicate follow-up before the item is considered complete.|Clarify the expected response, document the next action, and validate the current process step for this cross-team handoff note record.|Fisher, Keith Q.|2024-05-27 21:17:19|572 - Review cross-team handoff note before next review|Overdue||Bennett, Caleb C.;Cross Council;Brooks, Caleb
573|Validate documentation acceptance criteria for the affected team|The issue came in because the team could not confirm the expected path for documentation acceptance criteria. The response needs to identify who owns the next step and what evidence is needed to finish review. Current status is Intake; the listed owner context is Rehab & Acute Clinical Ancillaries. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2024-03-13|Tracks a documentation acceptance criteria concern with status Intake. The assigned context is the affected team, and the notes should stay aligned to that scope.|Intake||Rehab & Acute Clinical Ancillaries|Price, Avery|System Integration Office||||Brooks, Erica D.|INT-10573|2024-03-26 - Clarified transfer expectations and documented the group expected to respond next. Related ticket INT-10573 remains the supporting reference.; 2024-04-16 - Receiving group should acknowledge before the item moves again.|App||Turner, Erica V.|Consistent handling for similar requests for documentation acceptance criteria, with a practical update that supports leadership reporting before the item is considered complete.|Confirm the accountable owner, state whether closure is appropriate, and update the record with the decision for this documentation acceptance criteria record.|Roberts, Yara H.|2024-07-26 20:44:44|573 - Validate documentation acceptance criteria for the affected team|Overdue|556|Rehab & Acute Clinical Ancillaries;Bryant, Erica R.
574|Prepare region 30 item tied to user access routing|The item reflects uncertainty around user access routing. The next update should separate the operational question from any related ticket activity. Current status is Pending Closure; the listed owner context is Integrated Veteran Care.|2024-01-09|Summarizes user access routing for the affected team. The current process step is Coordinating with System Integration Office, so the next update should focus on the remaining decision point.|Pending Closure|Coordinating with System Integration Office|Integrated Veteran Care||Sensory Aid Services|Martin, Nadia F.|||Bryant, Jordan||2024-01-09: Need confirmation on whether this should continue as active work or move to monitoring.; 2024-01-31: Added context from the latest review. Hold for response before changing the status.|Region 30|||A documented interpretation for the affected team for user access routing, with a record that can be reviewed without extra context before the item is considered complete.|Identify any blocker, confirm the scope of impact, and clarify the expected response for this user access routing record. Include Sensory Aid Services if their input is needed for the final response.|Green, Grace X.|2024-07-03 03:27:56|574 - Prepare region 30 item tied to user access routing|Overdue||Integrated Veteran Care;Campbell, Jordan S.
575|Resolve regional reporting package with the assigned team|A recurring question about regional reporting package created extra coordination work. The record should explain whether this is an active issue, a monitored item, or a closure candidate. Current status is Active Management; the listed owner context is the assigned team. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2022-07-07|This record summarizes regional reporting package, current status, and ownership. The row should remain consistent with the related lookup and history files.|Active Management|Active Plan Development|||||||Campbell, Maya F.|DATA-10575|2022-07-08 - Closure review started and current notes were checked for sufficient evidence. Documented based on current owner feedback. Related ticket DATA-10575 remains the supporting reference.; 2022-07-31 - Closure can proceed once final evidence is added.|Enterprise;Mailbox||Gomez, Elliot L.||Validate the current process step, check whether the related source still applies, and confirm the accountable owner for this regional reporting package record.|Baker, Iris Z.|2024-04-11 04:25:55|575 - Resolve regional reporting package with the assigned team|Overdue||Carter, Maya
576|Document dashboard timing concern before closure|The submitter described a gap in dashboard timing concern. The request should be handled in a way that prevents duplicate follow-up through another source. Current status is Active Management; the listed owner context is the assigned team. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2023-06-11|Captures the current state of a dashboard timing concern review.|Active Management|Special Project|||||||Carter, Quinn G.|PRJ10576;QA-10593|2023-06-13 - Risk context updated based on current scope and status information. Related ticket PRJ10576 remains the supporting reference.; 2023-07-07 - Added for reporting clarity.; 2023-07-25 - Risk appears manageable with current follow-up.|Enterprise|All Facilities/All Regions|Smith, Darius X.|Reduced duplicate follow-up for dashboard timing concern, with a clear owner and next step before the item is considered complete.|Update the record with the decision, note what evidence is still missing, and identify any blocker for this dashboard timing concern record.|James, Nadia G.|2024-01-18 03:15:55|576 - Document dashboard timing concern before closure|Overdue||Carter, Quinn G.;Clark, Quinn V.
577|Align coverage question review for all facilities/all regions|The issue came in because the team could not confirm the expected path for coverage question review. The issue needs enough context so another reviewer can understand why the item remains open. Current status is Monitored; the listed owner context is the assigned team.|2022-06-26|Coverage question review could be tracked through intake and follow-up. The status is Monitored, and the record should not imply work beyond the documented scope.|Monitored|Coordinating with Council|||||||Clark, Tina||2022-06-29: Follow-up entered after no additional detail was found in the prior update. Follow-up owner should update the record before the next cycle.|Sprint List|All Facilities/All Regions|Foster, Alex J.|A practical update that supports leadership reporting for coverage question review, with consistent handling for similar requests before the item is considered complete.|Clarify the expected response, document the next action, and validate the current process step for this coverage question review record.|Johnson, Uma J.|2024-06-03 16:01:31|577 - Align coverage question review for all facilities/all regions|Overdue||Coleman, Tina W.
578|Clarify app item tied to readiness checklist exception|The item reflects uncertainty around readiness checklist exception. Different reviewers could reasonably interpret the next action differently without an added decision note. Current status is Monitored; the listed owner context is Training.|2023-11-12|This issue involves readiness checklist exception. The current source value is App, which should be considered when interpreting the request.|Monitored||Training||Community Data Integration|Williams, Robin|||Coleman, Alex J.||2023-11-16 - Confirmed the issue should be tracked with the current reporting entity pending more detail.; 2023-12-12 - Regional follow-up remains pending.|App||Cooper, Logan||Confirm the accountable owner, state whether closure is appropriate, and update the record with the decision for this readiness checklist exception record.||2024-01-01 07:37:14|578 - Clarify app item tied to readiness checklist exception|No Date|609|Training;Collins, Alex
579|Confirm source extract timing with the assigned team|A recurring question about source extract timing created extra coordination work. The available information is enough to begin review, but the resolution path still needs to be stated plainly. Current status is Active Management; the listed owner context is the assigned team.|2022-12-23|Tracks a source extract timing concern with status Active Management. The assigned context is the affected team, and the notes should stay aligned to that scope.|Active Management|Intake Pending|||||||Collins, Brianna K.||2022-12-28: Technical review did not identify a single system defect from the information provided.; 2023-01-24: Updated after checking prior notes. Technical support should only be re-engaged if new evidence is added.|Sprint List;ServiceNow;External Intake Channel||||Identify any blocker, confirm the scope of impact, and clarify the expected response for this source extract timing record.||2023-08-08 23:27:43|579 - Confirm source extract timing with the assigned team|Overdue||Cooper, Brianna Y.
580|Investigate rollout exception note before next review|The submitter described a gap in rollout exception note. The concern appears to involve ownership, timing, or documentation rather than a single isolated task. Current status is Closed; the listed owner context is Community Data Integration.|2022-06-29|Summarizes rollout exception note for multiple regions. The current process step is Project Plan Review, so the next update should focus on the remaining decision point.|Closed|Project Plan Review|Community Data Integration|James, Brianna|||||Cooper, Elliot||2022-07-05 - Updated the record after reviewing the current summary and assigned group. Updated after comparing the request to the current workflow step.; 2022-08-02 - Record remains aligned to the current status.|Region 40;Region 30;External Intake Channel|Multiple Regions|Bennett, Casey||Validate the current process step, check whether the related source still applies, and confirm the accountable owner for this rollout exception note record.|Thompson, Hannah|2023-11-16 17:02:07|580 - Investigate rollout exception note before next review|No Date||Cooper, Elliot;Community Data Integration;Cox, Elliot Z.
581|Update stakeholder update gap for the affected team|The issue came in because the team could not confirm the expected path for stakeholder update gap. The response needs to identify who owns the next step and what evidence is needed to finish review. Current status is Issue Engagement; the listed owner context is the assigned team.|2024-01-22|This record summarizes stakeholder update gap, current status, and ownership. The row should remain consistent with the related lookup and history files.|Issue Engagement|||Taylor, Noah F.|||||Cox, Jamal M.||2024-01-29 - Confirmed coordination path with the listed group and noted the expected follow-up.; 2024-02-27 - Added context from the latest review.; 2024-03-02 - Responsible group will provide the next update.|App||Walker, Jordan|Consistent handling for similar requests for stakeholder update gap, with a practical update that supports leadership reporting before the item is considered complete.|Update the record with the decision, note what evidence is still missing, and identify any blocker for this stakeholder update gap record.||2024-03-16 18:26:25|581 - Update stakeholder update gap for the affected team|No Date|638|Davis, Jamal
582|Review sprint list item tied to priority review request|The item reflects uncertainty around priority review request. The next update should separate the operational question from any related ticket activity. Current status is Intake; the listed owner context is the assigned team.|2022-08-08|Captures the current state of a priority review request review.|Intake||||||||Davis, Marcus N.||2022-08-16: Reviewed available details and found no additional data source needed at this time. Summary should be refreshed if new source details are added.|Sprint List|All facilities with impacted service|Wright, Casey|A documented interpretation for the affected team for priority review request, with a record that can be reviewed without extra context before the item is considered complete.|Clarify the expected response, document the next action, and validate the current process step for this priority review request record.|Thomas, Dana S.|2024-04-11 11:58:43|582 - Review sprint list item tied to priority review request|Overdue||Diaz, Marcus B.
583|Validate pre-closure validation with the assigned team|A recurring question about pre-closure validation created extra coordination work. The record should explain whether this is an active issue, a monitored item, or a closure candidate. Current status is Active Management; the listed owner context is the assigned team. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2023-09-28|Pre-closure validation could be tracked through intake and follow-up. The status is Active Management, and the record should not imply work beyond the documented scope.|Active Management|||Wilson, Alicia|||Region 30|Pine River Outpatient Center|Diaz, Priya|CASE-10583;REQ10600|2023-10-07 - Manager review completed, record should stay visible until the next action is documented. Related ticket CASE-10583 remains the supporting reference.; 2023-11-07 - Decision point should be documented before closure.|App||||Confirm the accountable owner, state whether closure is appropriate, and update the record with the decision for this pre-closure validation record.|Fisher, Keith Q.|2023-11-25 09:42:44|583 - Validate pre-closure validation with the assigned team|Overdue|450|Edwards, Priya C.
584|Prepare referral queue ownership before closure|The submitter described a gap in referral queue ownership. The request should be handled in a way that prevents duplicate follow-up through another source. Current status is Deleted/Error; the listed owner context is Sterile Processing.|2022-06-21|This issue involves referral queue ownership. The current source value is Sprint List, which should be considered when interpreting the request.|Deleted/Error||Sterile Processing||||||Edwards, Theo Q.||2022-07-01: Ticket review completed, remaining action is documented in the issue record.; 2022-08-02: Updated after checking prior notes. Ticket reference should remain linked until the record is closed.|Sprint List;Region 50||Foster, Alex J.||Identify any blocker, confirm the scope of impact, and clarify the expected response for this referral queue ownership record.||2023-09-10 07:48:42|584 - Prepare referral queue ownership before closure|No Date||Edwards, Theo Q.;Sterile Processing;Evans, Theo
585|Resolve access metric explanation for Cedar Hill Clinic|The issue came in because the team could not confirm the expected path for access metric explanation. The issue needs enough context so another reviewer can understand why the item remains open. Current status is Pending Closure; the listed owner context is Quality, Safety, and Value.|2023-03-12|Tracks an access metric explanation concern with status Pending Closure. The assigned context is Cedar Hill Clinic, and the notes should stay aligned to that scope.|Pending Closure|Coordinating with Other (Described in Exec Sum)|Quality, Safety, and Value|Wilson, Alicia|Clinical Support Services|Foster, Jordan R.|Region 40|Cedar Hill Clinic|Evans, Zane R.||2023-03-23 - Added handoff context after confirming the prior notes did not show the next owner clearly. Updated after checking prior notes.; 2023-04-25 - Receiving group should acknowledge before the item moves again.|ServiceNow||Campbell, Noah|A practical update that supports leadership reporting for access metric explanation, with consistent handling for similar requests before the item is considered complete.|Validate the current process step, check whether the related source still applies, and confirm the accountable owner for this access metric explanation record.|Cooper, Omar J.|2024-06-28 04:38:50|585 - Resolve access metric explanation for Cedar Hill Clinic|No Date||Quality, Safety, and Value;Fisher, Zane E.
586|Document external intake channel item tied to inventory status visibility|The item reflects uncertainty around inventory status visibility. Different reviewers could reasonably interpret the next action differently without an added decision note. Current status is Deleted/Error; the listed owner context is Ambulatory Council. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2022-11-28|Summarizes inventory status visibility for the affected team. The current process step is Pending Pre-Closure, so the next update should focus on the remaining decision point.|Deleted/Error|Pending Pre-Closure|Ambulatory Council||Pharmacy Council|Smith, Julia N.|||Fisher, Blake|SRV10586|2022-12-10 - Follow-up question remains open regarding the expected resolution path. SRV10586 was used as the ticket reference for this update.; 2022-12-13 - Added for reporting clarity.; 2022-12-22 - Hold for response before changing the status.|External Intake Channel||Williams, Alex A.||Update the record with the decision, note what evidence is still missing, and identify any blocker for this inventory status visibility record. Include Pharmacy Council if their input is needed for the final response.|Cooper, Omar J.|2023-09-13 10:15:13|586 - Document external intake channel item tied to inventory status visibility|Overdue||Ambulatory Council;Flores, Blake F.
587|Align cross-team handoff note with Supply Chain Management|A recurring question about cross-team handoff note created extra coordination work. The available information is enough to begin review, but the resolution path still needs to be stated plainly. Current status is Monitored; the listed owner context is Supply Chain Management. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2023-07-23|This record summarizes cross-team handoff note, current status, and ownership. The row should remain consistent with the related lookup and history files.|Monitored||Supply Chain Management||Health Information Management|Kelly, Paige J.|Enterprise||Flores, Diana T.|DATA-10587|2023-08-05: Reviewed for possible closure, one supporting detail is still needed before closing. Closure can proceed once final evidence is added. Checked DATA-10587 and kept it linked to this issue.|Region 30|All Facilities/All Regions|Parker, Keith|A clean closure path for cross-team handoff note, with a reusable decision note before the item is considered complete.|Clarify the expected response, document the next action, and validate the current process step for this cross-team handoff note record.|Russell, Ian L.|2024-01-07 17:17:19|587 - Align cross-team handoff note with Supply Chain Management|No Date||Supply Chain Management;Foster, Diana
588|Clarify documentation acceptance criteria before next review|The submitter described a gap in documentation acceptance criteria. The concern appears to involve ownership, timing, or documentation rather than a single isolated task. Current status is Deleted/Error; the listed owner context is the assigned team.|2022-11-08|Captures the current state of a documentation acceptance criteria review.|Deleted/Error||||||||Foster, Iris V.||2022-11-08 - Risk context updated based on current scope and status information.; 2022-11-13 - Risk appears manageable with current follow-up.|App|All facilities with impacted service|Carter, Renee D.||Confirm the accountable owner, state whether closure is appropriate, and update the record with the decision for this documentation acceptance criteria record.|Collins, Lena H.|2024-07-04 09:18:06|588 - Clarify documentation acceptance criteria before next review|No Date|1045|Foster, Iris V.;Garcia, Iris H.
589|Confirm user access routing for unique to report facility|The issue came in because the team could not confirm the expected path for user access routing. The response needs to identify who owns the next step and what evidence is needed to finish review. Current status is Monitored; the listed owner context is Sensory Aid Services. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2023-04-25|User access routing could be tracked through intake and follow-up. The status is Monitored, and the record should not imply work beyond the documented scope.|Monitored||Sensory Aid Services||Virtual Health|Adams, Wendy X.|||Garcia, Logan|QA-10589;SYS10606;TRN-10623||Enterprise|Unique to report facility|King, Andre B.|Consistent handling for similar requests for user access routing, with a practical update that supports leadership reporting before the item is considered complete.|Identify any blocker, confirm the scope of impact, and clarify the expected response for this user access routing record. Include Virtual Health if their input is needed for the final response.||2024-01-16 05:34:56|589 - Confirm user access routing for unique to report facility|No Date||Sensory Aid Services;Gomez, Logan J.
590|Investigate region 30 item tied to regional reporting package|The item reflects uncertainty around regional reporting package. The next update should separate the operational question from any related ticket activity. Current status is Pending Closure; the listed owner context is the assigned team.|2023-06-20|This issue involves regional reporting package. The current source value is Region 30, which should be considered when interpreting the request.|Pending Closure||||||Region 30|North Valley Medical Center|Gomez, Paige X.||2023-06-22 - Confirmed the issue should be tracked with the current reporting entity pending more detail. Updated after comparing the request to the current workflow step.; 2023-06-29 - No broader regional impact confirmed yet.|Region 30;Mailbox|Unique to report facility|Davis, Tara B.|A documented interpretation for the affected team for regional reporting package, with a record that can be reviewed without extra context before the item is considered complete.|Validate the current process step, check whether the related source still applies, and confirm the accountable owner for this regional reporting package record.|Clark, Darius F.|2023-12-25 10:21:03|590 - Investigate region 30 item tied to regional reporting package|No Date||Gray, Paige
591|Update dashboard timing concern with Nursing|A recurring question about dashboard timing concern created extra coordination work. The record should explain whether this is an active issue, a monitored item, or a closure candidate. Current status is Pending Closure; the listed owner context is Nursing.|2024-04-13|Tracks a dashboard timing concern with status Pending Closure. The assigned context is Blue River Health Center, and the notes should stay aligned to that scope.|Pending Closure||Nursing|Sanchez, Angela B.|Health Information Management|Mitchell, Jordan A.|Region 40|Blue River Health Center|Gray, Tara Y.||2024-04-16 - Reviewed platform-related context and noted where process clarification is still needed.; 2024-04-24 - Noted for follow-up during the next review cycle.; 2024-05-08 - No platform change recommended from this review alone.|Readiness Assessment||Hill, Kara||Update the record with the decision, note what evidence is still missing, and identify any blocker for this dashboard timing concern record.|Watson, Elliot|2024-06-09 11:24:34|591 - Update dashboard timing concern with Nursing|Overdue||Nursing;Green, Tara L.
592|Review coverage question review before closure|The submitter described a gap in coverage question review. The request should be handled in a way that prevents duplicate follow-up through another source. Current status is Monitored; the listed owner context is Community Data Integration. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2022-08-26|Summarizes coverage question review for Cedar Hill Clinic. The current process step is Project Plan Review, so the next update should focus on the remaining decision point.|Monitored|Project Plan Review|Community Data Integration||Nursing|Clark, Paige N.|Region 40|Cedar Hill Clinic|Green, Yara|HR10592;OPS-10609|2022-08-30: Updated the record after reviewing the current summary and assigned group. No change to status after review. Checked HR10592 and kept it linked to this issue.|Region 50|All facilities with impacted service|Taylor, Lena|Reduced duplicate follow-up for coverage question review, with a clear owner and next step before the item is considered complete.|Clarify the expected response, document the next action, and validate the current process step for this coverage question review record. Include Nursing if their input is needed for the final response.|Bennett, Logan|2022-11-01 18:12:28|592 - Review coverage question review before closure|No Date||Green, Yara;Community Data Integration;Hall, Yara M.
593|Validate readiness checklist exception for Bayfront Care Campus|The issue came in because the team could not confirm the expected path for readiness checklist exception. The issue needs enough context so another reviewer can understand why the item remains open. Current status is Monitored; the listed owner context is the assigned team.|2023-02-23|This record summarizes readiness checklist exception, current status, and ownership. The row should remain consistent with the related lookup and history files.|Monitored|Initial Review|||||Region 50|Bayfront Care Campus|Hall, Bianca A.||2023-02-28 - Met with the support contact to clarify who should provide the next update.; 2023-03-10 - Waiting on the assigned group to confirm timing.|App||||Confirm the accountable owner, state whether closure is appropriate, and update the record with the decision for this readiness checklist exception record.|Sanchez, Lena|2023-06-21 12:29:12|593 - Validate readiness checklist exception for Bayfront Care Campus|Overdue|444|Harris, Bianca
594|Prepare readiness assessment item tied to source extract timing|The item reflects uncertainty around source extract timing. Different reviewers could reasonably interpret the next action differently without an added decision note. Current status is Pending Closure; the listed owner context is the assigned team. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2022-05-28|Captures the current state of a source extract timing review.|Pending Closure|||Phillips, Sofia R.|||Region 40|Prairie View Outpatient Center|Harris, Darius B.|ICT10594|2022-06-03: Reviewed available details and found no additional data source needed at this time. Related ticket ICT10594 remains the supporting reference.; 2022-06-14: Noted for follow-up during the next review cycle. No data conflict noted in this review.|Readiness Assessment;ServiceNow|||A record that can be reviewed without extra context for source extract timing, with a documented interpretation for the affected team before the item is considered complete.|Identify any blocker, confirm the scope of impact, and clarify the expected response for this source extract timing record.||2023-07-09 12:59:57|594 - Prepare readiness assessment item tied to source extract timing|Overdue||Hayes, Darius P.
595|Resolve rollout exception note with Bed Management|A recurring question about rollout exception note created extra coordination work. The available information is enough to begin review, but the resolution path still needs to be stated plainly. Current status is Duplicate/Related To; the listed owner context is Bed Management. A related ticket is present, so the issue note should distinguish ticket activity from the operational decision.|2022-11-29|Rollout exception note could be tracked through intake and follow-up. The status is Duplicate/Related To, and the record should not imply work beyond the documented scope.|Duplicate/Related To||Bed Management|Morris, Tara|Sterile Processing|Hayes, Zane|||Hayes, Ian|CASE-10595||Region 40|Multiple Regions|Nguyen, Hannah X.||Validate the current process step, check whether the related source still applies, and confirm the accountable owner for this rollout exception note record. Include Sterile Processing if their input is needed for the final response.|Davis, Xavier L.|2023-11-16 18:30:11|595 - Resolve rollout exception note with Bed Management|No Date||Bed Management;Henderson, Ian Q.
